episode,step,reward
166,14265,1717.6294749015942
167,14389,1703.667412739247
168,14512,1775.469205364585
169,14562,528.1901110997424
170,14691,2491.2346092169173
171,14930,4000.676992728164
172,15034,1611.5594350099564
173,15141,1834.6243437826633
174,15225,1001.5353233218193
175,15305,982.3939286768436
176,15397,1384.8863278776407
177,15508,2243.7284928662702
178,15616,772.1011549383402
179,16217,128.10250703804195
180,16317,585.9152053166181
181,16370,148.61242155940272
182,16493,2497.5493861325085
183,16564,943.7264048606157
184,16711,3138.4361140206456
185,16892,1861.0482834074646
186,17018,2977.399099841714
187,17112,1726.8093226253986
188,17205,1185.151983720716
189,17267,685.9341166988015
190,17426,2316.0332512391033
191,17498,853.1681278347969
192,17627,2085.437875851989
193,17679,66.11289792135358
194,17741,196.93521465733647
195,17898,2640.4498571157455
196,17986,907.7206542985514
197,18050,556.431376170367
198,18094,426.451417863369
199,18192,1740.998453198932
200,18258,884.5070930775255
201,18344,1483.3747374685481
202,18477,2090.6927620507777
203,18527,466.6581627205014
204,18803,2881.603035926819
205,18875,1159.2443883349188
206,18972,1744.295468300581
207,19085,1663.6279466748238
208,19189,1516.4962970719207
209,19313,1352.524675401859
210,19449,1909.4967368766665
211,19512,23.17465327307582
212,19582,699.5012749228626
213,19673,1304.8096644729376
214,19881,4327.944783687592
